workerid,proliferate.condition,agent,background,display_text,item_name,item_presentation_condition,n_examples,object,speaker,spoken_text,trial_num,trial_time_in_seconds,trial_type,error
93,accidental-2,"{'name': 'Tiger', 'point_r_image': 'Tiger_point_r.png', 'straight_image': 'Tiger_straight.png'}",8,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
93,accidental-2,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",8,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
139,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,32.348,introduction,
139,accidental-2,"{'name': 'Monkey', 'point_r_image': 'Monkey_point_r.png', 'straight_image': 'Monkey_straight.png'}",1,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
139,accidental-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",1,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
85,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,6.28,introduction,
85,accidental-2,"{'name': 'Pig', 'point_r_image': 'Pig_point_r.png', 'straight_image': 'Pig_straight.png'}",7,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
85,accidental-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",7,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
134,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,10.674,introduction,
134,accidental-2,"{'name': 'Tiger', 'point_r_image': 'Tiger_point_r.png', 'straight_image': 'Tiger_straight.png'}",2,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
134,accidental-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",2,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
136,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,11.554,introduction,
136,accidental-2,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",2,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
136,accidental-2,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",2,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
65,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,3.475,introduction,
65,accidental-2,"{'name': 'Pig', 'point_r_image': 'Pig_point_r.png', 'straight_image': 'Pig_straight.png'}",1,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
65,accidental-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",1,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
109,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,1.03,introduction,
109,accidental-2,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",5,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
109,accidental-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",5,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",2,,trial,
129,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,14.393,introduction,
129,accidental-2,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",4,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
129,accidental-2,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",4,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
81,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,3.139,introduction,
81,accidental-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",5,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
81,accidental-2,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",5,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",2,,trial,
138,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,2.908,introduction,
138,accidental-2,"{'name': 'Cat', 'point_r_image': 'Cat_point_r.png', 'straight_image': 'Cat_straight.png'}",8,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
138,accidental-2,"{'name': 'Elephant', 'point_r_image': 'Elephant_point_r.png', 'straight_image': 'Elephant_straight.png'}",8,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",2,,trial,
101,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,22.019,introduction,
101,accidental-2,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",10,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
101,accidental-2,"{'name': 'Pig', 'point_r_image': 'Pig_point_r.png', 'straight_image': 'Pig_straight.png'}",10,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
77,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,5.768,introduction,
77,accidental-2,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",7,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
77,accidental-2,"{'name': 'Pig', 'point_r_image': 'Pig_point_r.png', 'straight_image': 'Pig_straight.png'}",7,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",2,,trial,
137,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,1.543,introduction,
137,accidental-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",8,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
137,accidental-2,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",8,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
133,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,7.518,introduction,
133,accidental-2,"{'name': 'Pig', 'point_r_image': 'Pig_point_r.png', 'straight_image': 'Pig_straight.png'}",2,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
133,accidental-2,"{'name': 'Monkey', 'point_r_image': 'Monkey_point_r.png', 'straight_image': 'Monkey_straight.png'}",2,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",2,,trial,
106,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,12.389,introduction,
106,accidental-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",6,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
106,accidental-2,"{'name': 'Monkey', 'point_r_image': 'Monkey_point_r.png', 'straight_image': 'Monkey_straight.png'}",6,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
125,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,4.815,introduction,
125,accidental-2,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",7,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
125,accidental-2,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",7,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",2,,trial,
73,accidental-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,13.229,introduction,
73,accidental-2,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",8,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
