workerid,proliferate.condition,correct_answer,duration,is_correct,name,num_fails,prompt,response,response_type,type,error
334,pedagogical-2,NA,4.481,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
334,pedagogical-2,NA,12.206,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,yes,mc,followup,
334,pedagogical-2,been_while,10.136,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
334,pedagogical-2,NA,241.262,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",Participant was asked to watch a scene from the perspective of a researcher newly arrived on a alien planet. The new researcher meets a peer who has been on the planet for awhile and who shows the new arrival a Fep and points out its green feathers. Participant is then asked whether not they can definitively state that all Feps have green feathers and is stating Fels have green feathers is accurate. ,freeform,followup,
358,pedagogical-2,Sarah,5.385,,botcaptcha,0,"Robert says to Sarah: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Sarah'],freeform,attention,
358,pedagogical-2,shadow,11.466,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
358,pedagogical-2,,5.332,,,,,,,introduction,
358,pedagogical-2,NA,18.224,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.48,slider,followup,
358,pedagogical-2,fep,4.321,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
358,pedagogical-2,NA,3.096,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
358,pedagogical-2,NA,7.996,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,followup,
358,pedagogical-2,been_while,4.763,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
358,pedagogical-2,NA,23.97,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","The researcher has been observing FEPS, which have purple petals.",freeform,followup,
291,pedagogical-2,Jennifer,13.985,,botcaptcha,0,"David says to Jennifer: ""It's a beautiful day, isn't it?"" Who is David talking to?",['Jennifer'],freeform,attention,
291,pedagogical-2,tiger,53.583,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
291,pedagogical-2,,51.181,,,,,,,introduction,
291,pedagogical-2,NA,26.653,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it squeaks?,0.78,slider,followup,
291,pedagogical-2,dax,6.389,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
291,pedagogical-2,NA,7.483,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
291,pedagogical-2,NA,7.973,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,yes,mc,followup,
291,pedagogical-2,been_while,10.813,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
291,pedagogical-2,NA,117.116,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A scientist went to a new planet where a scientist that had been there awhile showed the new scientist something called daxes. The two he showed him squeaked. ,freeform,followup,
352,pedagogical-2,Mary,7.137,,botcaptcha,0,"David says to Mary: ""It's a beautiful day, isn't it?"" Who is David talking to?",['Mary'],freeform,attention,
352,pedagogical-2,shadow,10.787,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
352,pedagogical-2,,6.095,,,,,,,introduction,
352,pedagogical-2,NA,3.794,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.91,slider,followup,
352,pedagogical-2,wug,4.993,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
352,pedagogical-2,NA,3.122,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
352,pedagogical-2,NA,8.632,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,yes,mc,followup,
352,pedagogical-2,been_while,7.236,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
352,pedagogical-2,NA,23.667,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The monkey showed us that the wugs on the tree branch have green feathers.,freeform,followup,
408,pedagogical-2,Jessica,8.006,,botcaptcha,0,"James says to Jessica: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Jessica'],freeform,attention,
408,pedagogical-2,shadow,14.939,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
408,pedagogical-2,,6.371,,,,,,,introduction,
408,pedagogical-2,NA,6.291,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.84,slider,followup,
408,pedagogical-2,fep,4.197,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
408,pedagogical-2,NA,4.394,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
408,pedagogical-2,NA,10.783,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,yes,mc,followup,
408,pedagogical-2,been_while,6.823,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
408,pedagogical-2,NA,31.129,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I went to another planet to study plants, animals, etc.  When I got there I met another scientist who showed me one of his discoveries.",freeform,followup,
328,pedagogical-2,Mary,5.729,,botcaptcha,0,"Richard says to Mary: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Mary'],freeform,attention,
328,pedagogical-2,tiger,12.294,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
328,pedagogical-2,,3.705,,,,,,,introduction,
328,pedagogical-2,NA,3.462,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.92,slider,followup,
328,pedagogical-2,dax,20.419,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
328,pedagogical-2,NA,2.132,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
328,pedagogical-2,NA,8.825,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,followup,
328,pedagogical-2,been_while,5.171,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
328,pedagogical-2,NA,41.1,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A fellow researcher showed me bird like creatures called daxes, we observed their hidden green feathers and I answered some questions about them.",freeform,followup,
437,pedagogical-2,Margaret,19.018,,botcaptcha,0,"William says to Margaret: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Margaret'],freeform,attention,
437,pedagogical-2,tiger,39.261,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
437,pedagogical-2,,21.481,,,,,,,introduction,
437,pedagogical-2,NA,9.767,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,1,slider,followup,
437,pedagogical-2,wug,8.653,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
437,pedagogical-2,NA,6.201,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
437,pedagogical-2,NA,12.046,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,yes,mc,followup,
437,pedagogical-2,been_while,14.915,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
437,pedagogical-2,NA,61,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The older researcher took the new researcher to see the wugs which have green feathers.,freeform,followup,
414,pedagogical-2,Susan,6.365,,botcaptcha,0,"Robert says to Susan: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Susan'],freeform,attention,
414,pedagogical-2,shadow,12.339,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
414,pedagogical-2,,7.644,,,,,,,introduction,
414,pedagogical-2,NA,29.448,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.72,slider,followup,
414,pedagogical-2,wug,4.558,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
414,pedagogical-2,NA,2.791,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
414,pedagogical-2,NA,10.568,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,yes,mc,followup,
414,pedagogical-2,been_while,7.42,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
414,pedagogical-2,NA,69.893,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I met a scientist who had been on the planet for a while. They claimed to know all about the plants, animals, and objects here. They showed to a tree with wugs and I was shown that these two wugs had green feathers.",freeform,followup,
340,gen+ped,Barbara,8.383,,botcaptcha,0,"Robert says to Barbara: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['barbara'],freeform,attention,
340,gen+ped,tiger,19.989,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
340,gen+ped,,7.588,,,,,,,introduction,
340,gen+ped,NA,20.345,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.75,slider,followup,
340,gen+ped,wug,3.98,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
340,gen+ped,NA,3.308,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
340,gen+ped,NA,11.403,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,yes,mc,followup,
340,gen+ped,been_while,8.613,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
340,gen+ped,NA,16.122,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The researcher taught me about Wugs,freeform,followup,
442,gen+ped,Mary,9.838,,botcaptcha,0,"Charles says to Mary: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",['Mary'],freeform,attention,
442,gen+ped,tiger,144.764,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
442,gen+ped,,10.318,,,,,,,introduction,
442,gen+ped,NA,21.694,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,1,slider,followup,
442,gen+ped,wug,6.101,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
442,gen+ped,NA,4.864,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
442,gen+ped,NA,13.355,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,yes,mc,followup,
442,gen+ped,been_while,9.623,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
442,gen+ped,NA,93.673,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","Watched an animation of a researcher on an alien planet, they showed me a ""wug"" and told me it had purple petals, then we saw the purple petals.",freeform,followup,
345,gen+ped,Mary,4.858,,botcaptcha,0,"Richard says to Mary: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Mary'],freeform,attention,
345,gen+ped,shadow,10.561,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
345,gen+ped,,6.387,,,,,,,introduction,
345,gen+ped,NA,6.235,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.98,slider,followup,
345,gen+ped,dax,7.255,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
345,gen+ped,NA,4.53,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
345,gen+ped,NA,6.697,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,yes,mc,followup,
345,gen+ped,been_while,6.018,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
345,gen+ped,NA,61.744,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I, the researcher, arrived on an alien planet and met another researcher there. He told me he had been on the planet for a while and has been doing research, and is familiar with the flora and fauna on the planet. He introduced me to a plant called a dax, and noted that it has purple petals. I did not see the petals until he moved closer to the dax and it bloomed. I then saw that the petals on the dax were indeed purple.",freeform,followup,
369,gen+ped,Susan,11.935,,botcaptcha,0,"Richard says to Susan: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Susan'],freeform,attention,
369,gen+ped,tiger,26.503,False,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Hiker,freeform,attention,
369,gen+ped,,21.471,,,,,,,introduction,
369,gen+ped,NA,28.62,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.74,slider,followup,
369,gen+ped,wug,11.152,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
369,gen+ped,NA,5.362,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
369,gen+ped,NA,14.547,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,yes,mc,followup,
369,gen+ped,been_while,15.618,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
369,gen+ped,NA,45.796,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I learned what a researcher had discovered on an alien planet.,freeform,followup,
335,gen+ped,Elizabeth,15.631,,botcaptcha,0,"John says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Elizabeth'],freeform,attention,
335,gen+ped,shadow,18.483,False,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow ,freeform,attention,
335,gen+ped,,13.179,,,,,,,introduction,
335,gen+ped,NA,9.656,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.97,slider,followup,
335,gen+ped,fep,6.735,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
335,gen+ped,NA,5.624,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
335,gen+ped,NA,14.118,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,yes,mc,followup,
335,gen+ped,been_while,16.652,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
335,gen+ped,NA,33.488,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The researcher introduced me to a rep. He told me they squeak and proceeded to squeak it for me. ,freeform,followup,
448,gen+ped,Jessica,11.74,,botcaptcha,1,"Thomas says to Jessica: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?","['jessuca', 'jessica']",freeform,attention,
448,gen+ped,tiger,9.3,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
448,gen+ped,,9.568,,,,,,,introduction,
448,gen+ped,NA,6.01,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.99,slider,followup,
448,gen+ped,dax,4.236,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
448,gen+ped,NA,2.908,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
448,gen+ped,NA,6.07,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,followup,
448,gen+ped,been_while,9.216,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
448,gen+ped,NA,17.508,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The dog researcher showed me a dax and that it has green feathers.,freeform,followup,
363,gen+ped,Patricia,8.336,,botcaptcha,0,"Robert says to Patricia: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Patricia'],freeform,attention,
363,gen+ped,tiger,13.922,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
363,gen+ped,,5.013,,,,,,,introduction,
363,gen+ped,NA,8.448,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.99,slider,followup,
363,gen+ped,dax,2.504,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
363,gen+ped,NA,3.677,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
363,gen+ped,NA,7.683,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,yes,mc,followup,
363,gen+ped,been_while,4.978,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
363,gen+ped,NA,37.591,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A tiger explained that daxes have purple petals, and then I answered a few questions about this information and my perception of the tiger's knowledge.",freeform,followup,
351,gen+ped,Susan,9.028,,botcaptcha,0,"William says to Susan: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Susan'],freeform,attention,
351,gen+ped,tiger,19.903,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
351,gen+ped,,8.32,,,,,,,introduction,
351,gen+ped,NA,16.207,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.79,slider,followup,
351,gen+ped,dax,4.952,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
351,gen+ped,NA,7.577,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
351,gen+ped,NA,7.86,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,yes,mc,followup,
351,gen+ped,been_while,7.313,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
351,gen+ped,NA,145.603,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","The experiment had a scenario where I am speaking with an experienced researcher on a new planet.  The researcher explained how a dax plant has purple petals and knew this before approaching the plant.  Based on this experience, I had to decide how confident I am that all daxes have these purple petals.",freeform,followup,
407,gen+ped,Elizabeth,9.209,,botcaptcha,0,"David says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is David talking to?",['Elizabeth'],freeform,attention,
407,gen+ped,tiger,21.954,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
407,gen+ped,,8.369,,,,,,,introduction,
407,gen+ped,NA,5.695,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.98,slider,followup,
407,gen+ped,wug,6.278,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
407,gen+ped,NA,3.961,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
407,gen+ped,NA,6.468,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,yes,mc,followup,
407,gen+ped,been_while,8.57,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
407,gen+ped,NA,30.303,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",We ended up on a new planet where a scientist told us about wugs and their purple petals,freeform,followup,
424,gen+ped,Linda,7.571,,botcaptcha,0,"David says to Linda: ""It's a beautiful day, isn't it?"" Who is David talking to?",['Linda'],freeform,attention,
424,gen+ped,shadow,21.514,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
424,gen+ped,,10.931,,,,,,,introduction,
424,gen+ped,NA,14.106,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.77,slider,followup,
424,gen+ped,fep,12.601,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
424,gen+ped,NA,4.92,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
424,gen+ped,NA,8.01,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,yes,mc,followup,
424,gen+ped,been_while,9.432,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
424,gen+ped,NA,57.389,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","On a new planet, a species wanted to teach you about another species. In this case, a dog taught me about a species called a fep which has green feathers.",freeform,followup,
357,gen+ped,Mary,13.473,,botcaptcha,0,"Richard says to Mary: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Mary'],freeform,attention,
357,gen+ped,shadow,25.175,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
357,gen+ped,,16.28,,,,,,,introduction,
357,gen+ped,NA,18.196,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.94,slider,followup,
357,gen+ped,wug,7.928,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
357,gen+ped,NA,6.156,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
357,gen+ped,NA,12.214,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,yes,mc,followup,
357,gen+ped,been_while,11.819,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
357,gen+ped,NA,131.422,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","In this experiment, I watched a video about a new species of animal and then was asked a few questions about what the animal looks like and what it's called.",freeform,followup,
383,gen+ped,Susan,13.534,,botcaptcha,0,"Joseph says to Susan: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",['Susan'],freeform,attention,
383,gen+ped,tiger,45.26,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
383,gen+ped,,21.565,,,,,,,introduction,
383,gen+ped,NA,21.396,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.98,slider,followup,
383,gen+ped,dax,7.607,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
383,gen+ped,NA,5.786,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
383,gen+ped,NA,12.287,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,followup,
383,gen+ped,been_while,12.684,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
383,gen+ped,NA,131.879,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I was assigned to go to a new planet to learn about the animal, plants, etc. I meant a researcher whose been there for while and he showed me an animal called a Dax. On the outside the Dax is all red, but when a Dax opens their wings they have green feathers.",freeform,followup,
400,gen+ped,Linda,7.453,,botcaptcha,0,"William says to Linda: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Linda'],freeform,attention,
400,gen+ped,shadow,13.117,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
400,gen+ped,,4.453,,,,,,,introduction,
400,gen+ped,NA,4.863,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.92,slider,followup,
400,gen+ped,dax,7.034,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
400,gen+ped,NA,3.02,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
400,gen+ped,NA,4.179,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,yes,mc,followup,
400,gen+ped,been_while,7.316,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
400,gen+ped,NA,43.969,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","You arrive at a planet as a scientist, to discover a scientist already there, researching plants. The experiments asks if you know certain statements to be true regarding the plants",freeform,followup,
436,gen+ped,Barbara,14.356,,botcaptcha,0,"Michael says to Barbara: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['barbara'],freeform,attention,
436,gen+ped,tiger,13.85,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
436,gen+ped,,8.515,,,,,,,introduction,
436,gen+ped,NA,10.531,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,1,slider,followup,
436,gen+ped,fep,5.175,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
436,gen+ped,NA,3.865,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
436,gen+ped,NA,6.854,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,yes,mc,followup,
436,gen+ped,been_while,10.363,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
436,gen+ped,NA,39.354,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","a tiger was depicted as a researcher that hes been studying the planet for years. She introduced a ""fep"" and demonstrated how it squeeks.",freeform,followup,
305,gen+ped,Mary,8.959,,botcaptcha,0,"William says to Mary: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Mary'],freeform,attention,
305,gen+ped,shadow,25.208,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
305,gen+ped,,7.682,,,,,,,introduction,
305,gen+ped,NA,7.241,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.82,slider,followup,
305,gen+ped,dax,5.091,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
