workerid,proliferate.condition,agent,background,correct_answer,followup_name,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_object,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
771,pedagogical-4,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
771,pedagogical-4,Tiger,4,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
771,pedagogical-4,Tiger,4,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
771,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
736,pedagogical-4,Dog,2,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
736,pedagogical-4,Dog,2,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower03', 'flower04', 'flower01', 'flower02', 'flower05'], 'purple petals']",,,,,,,,2,,,mh,object_encounter,
736,pedagogical-4,Dog,2,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower03', 'flower04', 'flower01', 'flower02', 'flower05'], 'purple petals']",,,,,,,,3,,,mh,object_property,
736,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
736,pedagogical-4,,,fep,name_identification,"['fep', 'blus', 'zobby', 'yem', 'vicket', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
736,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
736,pedagogical-4,Dog,2,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower03', 'flower04', 'flower01', 'flower02', 'flower05'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
736,pedagogical-4,Dog,2,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower03', 'flower04', 'flower01', 'flower02', 'flower05'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
736,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
789,pedagogical-4,Elephant,5,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
789,pedagogical-4,Elephant,5,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower03', 'flower05', 'flower01'], 'purple petals']",,,,,,,,2,,,tg,object_encounter,
789,pedagogical-4,Elephant,5,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower03', 'flower05', 'flower01'], 'purple petals']",,,,,,,,3,,,tg,object_property,
789,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
789,pedagogical-4,,,fep,name_identification,"['zobby', 'nar', 'vicket', 'fep', 'blus', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
789,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
789,pedagogical-4,Elephant,5,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower03', 'flower05', 'flower01'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
789,pedagogical-4,Elephant,5,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower03', 'flower05', 'flower01'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
789,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
783,pedagogical-4,Sheep,7,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
783,pedagogical-4,Sheep,7,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower02', 'flower01', 'flower05', 'flower03', 'flower04'], 'purple petals']",,,,,,,,2,,,sb,object_encounter,
783,pedagogical-4,Sheep,7,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower02', 'flower01', 'flower05', 'flower03', 'flower04'], 'purple petals']",,,,,,,,3,,,sb,object_property,
783,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
783,pedagogical-4,,,wug,name_identification,"['vicket', 'zobby', 'yem', 'wug', 'nar', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
783,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
783,pedagogical-4,Sheep,7,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower02', 'flower01', 'flower05', 'flower03', 'flower04'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
783,pedagogical-4,Sheep,7,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower02', 'flower01', 'flower05', 'flower03', 'flower04'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
783,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
747,pedagogical-4,Tiger,8,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
747,pedagogical-4,Tiger,8,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird08', 'bird02', 'bird01', 'bird06', 'bird09'], 'green feathers']",,,,,,,,2,,,sb,object_encounter,
747,pedagogical-4,Tiger,8,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird08', 'bird02', 'bird01', 'bird06', 'bird09'], 'green feathers']",,,,,,,,3,,,sb,object_property,
747,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
747,pedagogical-4,,,dax,name_identification,"['blus', 'nar', 'dax', 'yem', 'vicket', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
747,pedagogical-4,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
747,pedagogical-4,Tiger,8,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird08', 'bird02', 'bird01', 'bird06', 'bird09'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
747,pedagogical-4,Tiger,8,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird08', 'bird02', 'bird01', 'bird06', 'bird09'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
747,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
767,pedagogical-4,Tiger,3,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
767,pedagogical-4,Tiger,3,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird01', 'bird09', 'bird06', 'bird02', 'bird08'], 'green feathers']",,,,,,,,2,,,sb,object_encounter,
767,pedagogical-4,Tiger,3,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird01', 'bird09', 'bird06', 'bird02', 'bird08'], 'green feathers']",,,,,,,,3,,,sb,object_property,
767,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
767,pedagogical-4,,,wug,name_identification,"['yem', 'wug', 'nar', 'vicket', 'blus', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
767,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
767,pedagogical-4,Tiger,3,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird01', 'bird09', 'bird06', 'bird02', 'bird08'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
767,pedagogical-4,Tiger,3,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird01', 'bird09', 'bird06', 'bird02', 'bird08'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
767,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
763,pedagogical-4,Monkey,3,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
763,pedagogical-4,Monkey,3,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower05', 'flower01', 'flower03', 'flower02', 'flower04'], 'purple petals']",,,,,,,,2,,,mh,object_encounter,
763,pedagogical-4,Monkey,3,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower05', 'flower01', 'flower03', 'flower02', 'flower04'], 'purple petals']",,,,,,,,3,,,mh,object_property,
763,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
763,pedagogical-4,,,wug,name_identification,"['zobby', 'vicket', 'wug', 'yem', 'blus', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
763,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
763,pedagogical-4,Monkey,3,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower05', 'flower01', 'flower03', 'flower02', 'flower04'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
763,pedagogical-4,Monkey,3,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower05', 'flower01', 'flower03', 'flower02', 'flower04'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
763,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
707,pedagogical-4,Tiger,10,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
707,pedagogical-4,Tiger,10,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird09', 'bird08', 'bird01', 'bird02', 'bird06'], 'green feathers']",,,,,,,,2,,,tg,object_encounter,
707,pedagogical-4,Tiger,10,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird09', 'bird08', 'bird01', 'bird02', 'bird06'], 'green feathers']",,,,,,,,3,,,tg,object_property,
707,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
707,pedagogical-4,,,dax,name_identification,"['dax', 'yem', 'vicket', 'nar', 'zobby', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
707,pedagogical-4,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
707,pedagogical-4,Tiger,10,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird09', 'bird08', 'bird01', 'bird02', 'bird06'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
707,pedagogical-4,Tiger,10,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird09', 'bird08', 'bird01', 'bird02', 'bird06'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
707,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
686,pedagogical-4,Bear,9,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
686,pedagogical-4,Bear,9,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower02', 'flower01', 'flower05', 'flower03', 'flower04'], 'purple petals']",,,,,,,,2,,,tg,object_encounter,
686,pedagogical-4,Bear,9,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower02', 'flower01', 'flower05', 'flower03', 'flower04'], 'purple petals']",,,,,,,,3,,,tg,object_property,
686,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
686,pedagogical-4,,,fep,name_identification,"['nar', 'zobby', 'yem', 'fep', 'vicket', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
686,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
686,pedagogical-4,Bear,9,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower02', 'flower01', 'flower05', 'flower03', 'flower04'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
686,pedagogical-4,Bear,9,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower02', 'flower01', 'flower05', 'flower03', 'flower04'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
686,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
718,pedagogical-4,Sheep,5,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
718,pedagogical-4,Sheep,5,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird08', 'bird01', 'bird02', 'bird06', 'bird09'], 'green feathers']",,,,,,,,2,,,sb,object_encounter,
718,pedagogical-4,Sheep,5,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird08', 'bird01', 'bird02', 'bird06', 'bird09'], 'green feathers']",,,,,,,,3,,,sb,object_property,
718,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
718,pedagogical-4,,,dax,name_identification,"['zobby', 'yem', 'dax', 'blus', 'nar', 'vicket']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
718,pedagogical-4,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
718,pedagogical-4,Sheep,5,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird08', 'bird01', 'bird02', 'bird06', 'bird09'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
718,pedagogical-4,Sheep,5,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird08', 'bird01', 'bird02', 'bird06', 'bird09'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
718,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
775,pedagogical-4,Monkey,3,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
775,pedagogical-4,Monkey,3,,,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird09', 'bird06', 'bird08', 'bird01', 'bird02'], 'green feathers']",,,,,,,,2,,,sb,object_encounter,
775,pedagogical-4,Monkey,3,,,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird09', 'bird06', 'bird08', 'bird01', 'bird02'], 'green feathers']",,,,,,,,3,,,sb,object_property,
775,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
775,pedagogical-4,,,fep,name_identification,"['fep', 'blus', 'vicket', 'zobby', 'nar', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
775,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
775,pedagogical-4,Monkey,3,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird09', 'bird06', 'bird08', 'bird01', 'bird02'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
775,pedagogical-4,Monkey,3,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird09', 'bird06', 'bird08', 'bird01', 'bird02'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
775,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
777,pedagogical-4,Monkey,10,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
777,pedagogical-4,Monkey,10,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower01', 'flower03', 'flower05'], 'purple petals']",,,,,,,,2,,,tg,object_encounter,
777,pedagogical-4,Monkey,10,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower01', 'flower03', 'flower05'], 'purple petals']",,,,,,,,3,,,tg,object_property,
777,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
777,pedagogical-4,,,fep,name_identification,"['blus', 'nar', 'yem', 'fep', 'zobby', 'vicket']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
777,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
777,pedagogical-4,Monkey,10,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower01', 'flower03', 'flower05'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
777,pedagogical-4,Monkey,10,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower01', 'flower03', 'flower05'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
777,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
799,pedagogical-4,Sheep,10,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
799,pedagogical-4,Sheep,10,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower05', 'flower02', 'flower03'], 'purple petals']",,,,,,,,2,,,tg,object_encounter,
799,pedagogical-4,Sheep,10,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower05', 'flower02', 'flower03'], 'purple petals']",,,,,,,,3,,,tg,object_property,
799,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
799,pedagogical-4,,,fep,name_identification,"['blus', 'zobby', 'nar', 'fep', 'vicket', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
799,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
799,pedagogical-4,Sheep,10,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower05', 'flower02', 'flower03'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
799,pedagogical-4,Sheep,10,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower05', 'flower02', 'flower03'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
799,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
703,pedagogical-4,Dog,3,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
703,pedagogical-4,Dog,3,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird01', 'bird08', 'bird02', 'bird09', 'bird06'], 'green feathers']",,,,,,,,2,,,sb,object_encounter,
703,pedagogical-4,Dog,3,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird01', 'bird08', 'bird02', 'bird09', 'bird06'], 'green feathers']",,,,,,,,3,,,sb,object_property,
703,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
703,pedagogical-4,,,dax,name_identification,"['zobby', 'dax', 'yem', 'nar', 'blus', 'vicket']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
703,pedagogical-4,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
703,pedagogical-4,Dog,3,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird01', 'bird08', 'bird02', 'bird09', 'bird06'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
703,pedagogical-4,Dog,3,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird01', 'bird08', 'bird02', 'bird09', 'bird06'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
703,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
773,pedagogical-4,Sheep,8,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
773,pedagogical-4,Sheep,8,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird08', 'bird01', 'bird09', 'bird06', 'bird02'], 'green feathers']",,,,,,,,2,,,sb,object_encounter,
773,pedagogical-4,Sheep,8,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird08', 'bird01', 'bird09', 'bird06', 'bird02'], 'green feathers']",,,,,,,,3,,,sb,object_property,
773,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
